"name"	"gender"	"age"	"competition"	"stage_name"	"stage_num"	"date"	"order_stage"	"order_day"	"order_session"	"local_time"	"got_through"
"Gadijev Alexander"	"M"	27	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	57	4	4	11:30:00 AM	1
"Gagliano Avery"	"F"	20	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	58	5	5	12:30:00 PM	1
"García García Martín"	"M"	25	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	59	6	6	01:00:00 PM	1
"Gevorgyan Eva"	"F"	17	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	60	7	7	01:30:00 PM	1
"Buajasan Jorge González"	"M"	27	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	61	8	8	02:00:00 PM	0
"Goranko Joanna"	"F"	20	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	62	9	9	02:30:00 PM	0
"Guo Chelsea"	"F"	20	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	63	10	1	05:00:00 PM	0
"Guo Eric"	"M"	19	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	64	11	2	05:30:00 PM	0
"Hara Saaya"	"F"	22	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	65	12	3	06:00:00 PM	0
"Hou Yifan"	"M"	17	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	66	13	4	06:30:00 PM	0
"Hsieh Wei Ting"	"F"	25	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	67	14	5	07:30:00 PM	1
"Igarashi Kaoruko"	"F"	27	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	68	15	6	08:00:00 PM	0
"Imai Riko"	"F"	20	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	69	16	7	08:30:00 PM	0
"Ito Junichi"	"M"	30	"18th Chopin Piano Competition"	"Stage 1"	2	10/06/21	70	17	8	09:00:00 PM	0
"Iwai Asaki"	"F"	21	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	71	1	1	10:00:00 AM	0
"Jittakarn San"	"M"	29	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	72	2	2	10:30:00 AM	0
"Ka Joo Yeon"	"F"	26	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	73	3	3	11:00:00 AM	0
"Kałduński Adam"	"M"	25	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	74	4	4	11:30:00 AM	1
"Khozyainov Nikolay"	"M"	29	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	75	5	5	12:30:00 PM	1
"Kim Su Yeon"	"F"	27	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	76	6	6	01:00:00 PM	1
"Kobayashi Aimi"	"F"	26	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	77	7	7	01:30:00 PM	1
"Krzyżowski Mateusz"	"M"	22	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	78	8	8	02:00:00 PM	1
"Kuszlik Jakub"	"M"	25	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	79	9	9	02:30:00 PM	1
"Kyomasu Shushi"	"M"	25	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	80	10	1	05:00:00 PM	1
"Lee Hyuk"	"M"	21	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	81	11	2	05:30:00 PM	1
"Lee Jaeyoon"	"F"	24	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	82	12	3	06:00:00 PM	0
"Li Xiaoxuan"	"M"	20	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	83	13	4	06:30:00 PM	0
"Liu Bruce (Xiaoyu)"	"M"	24	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	84	14	5	07:30:00 PM	1
"Łozowska Julia"	"F"	20	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	85	15	6	08:00:00 PM	0
"Peng Jiana"	"F"	25	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	86	16	7	08:30:00 PM	0
"Wang Chao"	"M"	31	"18th Chopin Piano Competition"	"Stage 1"	2	10/07/21	87	17	8	09:00:00 PM	0
"Mun Arsenii"	"M"	22	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	1	1	1	10:00:00 AM	0
"Nehring Szymon"	"M"	26	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	2	2	2	10:40:00 AM	1
"Nguyen Viet Trung"	"M"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	3	3	3	11:20:00 AM	0
"Osokins Georgijs"	"M"	26	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	4	4	4	12:30:00 PM	0
"Ozel Evren"	"M"	22	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	5	5	5	01:10:00 PM	0
"Pacholec Kamil"	"M"	23	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	6	6	6	01:50:00 PM	1
"Rao Hao"	"M"	17	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	7	7	1	05:00:00 PM	1
"Sawada Sohgo"	"M"	23	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	8	8	2	05:40:00 PM	0
"Sham Aristo"	"M"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	9	9	3	06:20:00 PM	0
"Shindo Miyu"	"F"	19	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	10	10	4	07:30:00 PM	1
"Smith Talon"	"M"	19	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	11	11	5	08:10:00 PM	0
"Sorita Kyohei"	"M"	27	"18th Chopin Piano Competition"	"Stage 2"	3	10/09/21	12	12	6	08:50:00 PM	1
"Su Szu Yu"	"F"	23	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	13	1	1	10:00:00 AM	0
"Sumino Hayato"	"M"	26	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	14	2	2	10:40:00 AM	1
"Sun Yutong"	"M"	26	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	15	3	3	11:20:00 AM	0
"Ushida Tomoharu"	"M"	22	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	16	4	4	12:30:00 PM	0
"Wierciński Andrzej"	"M"	26	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	17	5	5	01:10:00 PM	1
"Wu Yuchong"	"M"	26	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	18	6	6	01:50:00 PM	0
"Xie Lingfei (Stephan)"	"M"	21	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	19	7	1	05:00:00 PM	0
"Xu Zi"	"M"	27	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	20	8	2	05:40:00 PM	0
"Alexewicz Piotr"	"M"	21	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	21	9	3	06:20:00 PM	1
"Armellini Leonora"	"F"	29	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	22	10	4	07:30:00 PM	1
"Bui J J Jun Li"	"M"	17	"18th Chopin Piano Competition"	"Stage 2"	3	10/10/21	23	11	5	08:10:00 PM	1
"Candotti Michelle"	"F"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	24	1	1	10:00:00 AM	1
"Chang Kai Min"	"M"	20	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	25	2	2	10:40:00 AM	0
"Chen Xuehong"	"M"	22	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	26	3	3	11:20:00 AM	0
"Choi Hyounglok"	"M"	28	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	27	4	4	12:30:00 PM	0
"Crema Federico Gad"	"M"	22	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	28	5	5	01:10:00 PM	0
"Ferro Alberto"	"M"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	29	6	6	01:50:00 PM	0
"Furumi Yasuko"	"F"	23	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	30	7	1	05:00:00 PM	1
"Gadijev Alexander"	"M"	27	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	31	8	2	05:40:00 PM	1
"Gagliano Avery"	"F"	20	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	32	9	3	06:20:00 PM	1
"García García Martín"	"M"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	33	10	4	07:30:00 PM	1
"Gevorgyan Eva"	"F"	17	"18th Chopin Piano Competition"	"Stage 2"	3	10/11/21	34	11	5	08:10:00 PM	1
"Hsieh Wei Ting"	"F"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	35	1	1	10:00:00 AM	0
"Kałduński Adam"	"M"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	36	2	2	10:40:00 AM	0
"Khozyainov Nikolay"	"M"	29	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	37	3	3	11:20:00 AM	1
"Kim Su Yeon"	"F"	27	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	38	4	4	12:30:00 PM	1
"Kobayashi Aimi"	"F"	26	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	39	5	5	01:10:00 PM	1
"Krzyżowski Mateusz"	"M"	22	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	40	6	6	01:50:00 PM	1
"Kuszlik Jakub"	"M"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	41	7	1	05:00:00 PM	1
"Kyomasu Shushi"	"M"	25	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	42	8	2	05:40:00 PM	0
"Lee Hyuk"	"M"	21	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	43	9	3	06:20:00 PM	1
"Liu Bruce (Xiaoyu)"	"M"	24	"18th Chopin Piano Competition"	"Stage 2"	3	10/12/21	44	10	4	07:30:00 PM	1
"Nehring Szymon"	"M"	26	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	1	1	1	10:00:00 AM	0
"Pacholec Kamil"	"M"	23	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	2	2	2	11:00:00 AM	1
"Rao Hao"	"M"	17	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	3	3	3	12:20:00 PM	1
"Shindo Miyu"	"F"	19	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	4	4	4	01:20:00 PM	0
"Sorita Kyohei"	"M"	27	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	5	5	1	05:00:00 PM	1
"Sumino Hayato"	"M"	26	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	6	6	2	06:00:00 PM	0
"Wierciński Andrzej"	"M"	26	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	7	7	3	07:20:00 PM	0
"Alexewicz Piotr"	"M"	21	"18th Chopin Piano Competition"	"Stage 3"	4	10/14/21	8	8	4	08:20:00 PM	0
"Armellini Leonora"	"F"	29	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	9	1	1	10:00:00 AM	1
"Bui J J Jun Li"	"M"	17	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	10	2	2	11:00:00 AM	1
"Candotti Michelle"	"F"	25	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	11	3	3	12:20:00 PM	0
"Furumi Yasuko"	"F"	23	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	12	4	4	01:20:00 PM	0
"Gadijev Alexander"	"M"	27	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	13	5	1	05:00:00 PM	1
"Gagliano Avery"	"F"	20	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	14	6	2	06:00:00 PM	0
"García García Martín"	"M"	25	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	15	7	3	07:20:00 PM	1
"Gevorgyan Eva"	"F"	17	"18th Chopin Piano Competition"	"Stage 3"	4	10/15/21	16	8	4	08:20:00 PM	1
"Khozyainov Nikolay"	"M"	29	"18th Chopin Piano Competition"	"Stage 3"	4	10/16/21	17	1	1	10:00:00 AM	0
"Kim Su Yeon"	"F"	27	"18th Chopin Piano Competition"	"Stage 3"	4	10/16/21	18	2	2	11:00:00 AM	0
"Kobayashi Aimi"	"F"	26	"18th Chopin Piano Competition"	"Stage 3"	4	10/16/21	19	3	3	12:20:00 PM	1
"Krzyżowski Mateusz"	"M"	22	"18th Chopin Piano Competition"	"Stage 3"	4	10/16/21	20	4	4	01:20:00 PM	0
"Kuszlik Jakub"	"M"	25	"18th Chopin Piano Competition"	"Stage 3"	4	10/16/21	21	5	1	05:00:00 PM	1
"Lee Hyuk"	"M"	21	"18th Chopin Piano Competition"	"Stage 3"	4	10/16/21	22	6	2	06:00:00 PM	1
"Liu Bruce (Xiaoyu)"	"M"	24	"18th Chopin Piano Competition"	"Stage 3"	4	10/16/21	23	7	3	07:20:00 PM	1
"Pacholec Kamil"	"M"	23	"18th Chopin Piano Competition"	"Final"	5	10/18/21	1	1	1	06:00:00 PM	0
"Rao Hao"	"M"	17	"18th Chopin Piano Competition"	"Final"	5	10/18/21	2	2	2	06:40:00 PM	0
"Sorita Kyohei"	"M"	27	"18th Chopin Piano Competition"	"Final"	5	10/18/21	3	3	3	07:50:00 PM	1
"Armellini Leonora"	"M"	29	"18th Chopin Piano Competition"	"Final"	5	10/18/21	4	4	4	08:30:00 PM	1
"Bui J J Jun Li"	"M"	17	"18th Chopin Piano Competition"	"Final"	5	10/19/21	5	1	1	06:00:00 PM	1
"Gadijev Alexander"	"M"	27	"18th Chopin Piano Competition"	"Final"	5	10/19/21	6	2	2	06:40:00 PM	1
"García García Martín"	"M"	25	"18th Chopin Piano Competition"	"Final"	5	10/19/21	7	3	3	07:50:00 PM	1
"Gevorgyan Eva"	"M"	17	"18th Chopin Piano Competition"	"Final"	5	10/19/21	8	4	4	08:30:00 PM	0
"Kobayashi Aimi"	"F"	26	"18th Chopin Piano Competition"	"Final"	5	10/20/21	9	1	1	06:00:00 PM	1
"Kuszlik Jakub"	"M"	25	"18th Chopin Piano Competition"	"Final"	5	10/20/21	10	2	2	06:40:00 PM	1
"Lee Hyuk"	"M"	21	"18th Chopin Piano Competition"	"Final"	5	10/20/21	11	3	3	07:50:00 PM	0
"Liu Bruce (Xiaoyu)"	"M"	24	"18th Chopin Piano Competition"	"Final"	5	10/20/21	12	4	4	08:30:00 PM	1
"Osokins Georgijs"	"M"	27	"Cliburn 2022"	"Preliminary"	1	06/02/22	1	1	1	10:00:00 AM	0
"Kliuchereva Elizaveta"	"F"	23	"Cliburn 2022"	"Preliminary"	1	06/02/22	2	2	2	10:45:00 AM	0
"Liu Ziyu"	"M"	24	"Cliburn 2022"	"Preliminary"	1	06/02/22	3	3	3	11:45:00 AM	0
"Mak Jonathan"	"M"	25	"Cliburn 2022"	"Preliminary"	1	06/02/22	4	4	1	02:30:00 PM	0
"Geniushene Anna"	"F"	31	"Cliburn 2022"	"Preliminary"	1	06/02/22	5	5	2	03:15:00 PM	1
"Li Andrew"	"M"	22	"Cliburn 2022"	"Preliminary"	1	06/02/22	6	6	3	04:15:00 PM	1
"Linnik Denis"	"M"	26	"Cliburn 2022"	"Preliminary"	1	06/02/22	7	7	4	05:00:00 PM	1
"An Tianxu"	"M"	23	"Cliburn 2022"	"Preliminary"	1	06/02/22	8	8	1	07:30:00 PM	0
"Gusev Arseniy"	"M"	23	"Cliburn 2022"	"Preliminary"	1	06/02/22	9	9	2	08:15:00 PM	0
"Kamei Masaya"	"M"	20	"Cliburn 2022"	"Preliminary"	1	06/02/22	10	10	3	09:15:00 PM	1
"Stephenson Clayton"	"M"	23	"Cliburn 2022"	"Preliminary"	1	06/03/22	11	1	1	10:00:00 AM	1
"Cai Yangrui"	"M"	21	"Cliburn 2022"	"Preliminary"	1	06/03/22	12	2	2	10:45:00 AM	0
"Tanin Sergey"	"M"	26	"Cliburn 2022"	"Preliminary"	1	06/03/22	13	3	3	11:45:00 AM	0
"Smit Albert Cano"	"M"	25	"Cliburn 2022"	"Preliminary"	1	06/03/22	14	4	1	02:30:00 PM	1
"Yoshimi Yuki"	"M"	22	"Cliburn 2022"	"Preliminary"	1	06/03/22	15	5	2	03:15:00 PM	1
"Starikov Vitaly"	"M"	27	"Cliburn 2022"	"Preliminary"	1	06/03/22	16	6	3	04:15:00 PM	0
"Zang Xiaolu"	"M"	22	"Cliburn 2022"	"Preliminary"	1	06/03/22	17	7	4	05:00:00 PM	0
"Khandohi Uladzislau"	"M"	20	"Cliburn 2022"	"Preliminary"	1	06/03/22	18	8	1	07:30:00 PM	1
"Granata Francesco"	"M"	23	"Cliburn 2022"	"Preliminary"	1	06/03/22	19	9	2	08:15:00 PM	0
"Sun Yutong"	"M"	26	"Cliburn 2022"	"Preliminary"	1	06/03/22	20	10	3	09:15:00 PM	1
"Lee Shuan Hern"	"M"	19	"Cliburn 2022"	"Preliminary"	1	06/04/22	21	1	1	10:00:00 AM	0
"Tadokoro Marcel"	"M"	28	"Cliburn 2022"	"Preliminary"	1	06/04/22	22	2	2	10:45:00 AM	1
"Crema Federico Gad"	"M"	23	"Cliburn 2022"	"Preliminary"	1	06/04/22	23	3	3	11:45:00 AM	1
"Kim Hong Gi"	"M"	30	"Cliburn 2022"	"Preliminary"	1	06/04/22	24	4	1	02:30:00 PM	1
"Liu Kate"	"F"	28	"Cliburn 2022"	"Preliminary"	1	06/04/22	25	5	2	03:15:00 PM	1
"Park Jinhyung"	"M"	26	"Cliburn 2022"	"Preliminary"	1	06/04/22	26	6	3	04:15:00 PM	1
"Choni Dmytro"	"M"	28	"Cliburn 2022"	"Preliminary"	1	06/04/22	27	7	4	05:00:00 PM	1
"Shin Changyong"	"M"	28	"Cliburn 2022"	"Preliminary"	1	06/04/22	28	8	1	07:30:00 PM	1
"Shmukler Ilya"	"M"	27	"Cliburn 2022"	"Preliminary"	1	06/04/22	29	9	2	08:15:00 PM	1
"Lim Yunchan"	"M"	18	"Cliburn 2022"	"Preliminary"	1	06/04/22	30	10	3	09:15:00 PM	1
"Geniushene Anna"	"F"	31	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	1	1	1	10:00:00 AM	1
"Li Andrew"	"M"	22	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	2	2	2	10:45:00 AM	0
"Linnik Denis"	"M"	26	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	3	3	3	11:45:00 AM	0
"Kamei Masaya"	"M"	20	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	4	4	1	02:30:00 PM	1
"Stephenson Clayton"	"M"	23	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	5	5	2	03:15:00 PM	1
"Smit Albert Cano"	"M"	25	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	6	6	3	04:15:00 PM	0
"Yoshimi Yuki"	"M"	22	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	7	7	1	07:30:00 PM	0
"Khandohi Uladzislau"	"M"	20	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	8	8	2	08:15:00 PM	1
"Sun Yutong"	"M"	26	"Cliburn 2022"	"Quarterfinal"	2	06/05/22	9	9	3	09:15:00 PM	1
"Tadokoro Marcel"	"M"	28	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	10	1	1	10:00:00 AM	1
"Crema Federico Gad"	"M"	23	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	11	2	2	10:45:00 AM	0
"Kim Hong Gi"	"M"	30	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	12	3	3	11:45:00 AM	1
"Liu Kate"	"F"	28	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	13	4	1	02:30:00 PM	0
"Park Jinhyung"	"M"	26	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	14	5	2	03:15:00 PM	1
"Choni Dmytro"	"M"	28	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	15	6	3	04:15:00 PM	1
"Shin Changyong"	"M"	28	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	16	7	1	07:30:00 PM	1
"Shmukler Ilya"	"M"	27	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	17	8	2	08:15:00 PM	1
"Lim Yunchan"	"M"	18	"Cliburn 2022"	"Quarterfinal"	2	06/06/22	18	9	3	09:15:00 PM	1
"Sun Yutong"	"M"	26	"Cliburn 2022"	"Semifinal – recital"	3	06/08/22	1	1	1	07:30:00 PM	0
"Kamei Masaya"	"M"	20	"Cliburn 2022"	"Semifinal – recital"	3	06/08/22	2	2	2	08:50:00 PM	0
"Stephenson Clayton"	"M"	23	"Cliburn 2022"	"Semifinal – recital"	3	06/09/22	3	1	1	02:30:00 PM	1
"Shin Changyong"	"M"	28	"Cliburn 2022"	"Semifinal – recital"	3	06/09/22	4	2	2	03:50:00 PM	0
"Kim Hong Gi"	"M"	30	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/09/22	1	3	1	07:30:00 PM	0
"Tadokoro Marcel"	"M"	28	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/09/22	2	4	2		0
"Khandohi Uladzislau"	"M"	20	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/09/22	3	5	3		1
"Dmytro Choni"	"M"	28	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/09/22	4	6	4		1
"Lim Yunchan"	"M"	18	"Cliburn 2022"	"Semifinal – recital"	3	06/10/22	5	1	1	02:30:00 PM	1
"Shmukler Ilya"	"M"	27	"Cliburn 2022"	"Semifinal – recital"	3	06/10/22	6	2	2	03:50:00 PM	1
"Sun Yutong"	"M"	26	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/10/22	5	3	1	07:30:00 PM	0
"Kamei Masaya"	"M"	20	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/10/22	6	4	2		0
"Park Jinhyung"	"M"	26	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/10/22	7	5	3		0
"Geniushene Anna"	"F"	31	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/10/22	8	6	4		1
"Kim Hong Gi"	"M"	30	"Cliburn 2022"	"Semifinal – recital"	3	06/11/22	7	1	1	02:30:00 PM	0
"Tadokoro Marcel"	"M"	28	"Cliburn 2022"	"Semifinal – recital"	3	06/11/22	8	2	2	03:50:00 PM	0
"Stephenson Clayton"	"M"	23	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/11/22	9	3	1	07:30:00 PM	1
"Shin Changyong"	"M"	28	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/11/22	10	4	2		0
"Lim Yunchan"	"M"	18	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/11/22	11	5	3		1
"Shmukler Ilya"	"M"	27	"Cliburn 2022"	"Semifinal – Mozart concerto"	3	06/11/22	12	6	4		1
"Khandohi Uladzislau"	"M"	20	"Cliburn 2022"	"Semifinal – recital"	3	06/12/22	9	1	1	02:30:00 PM	1
"Choni Dmytro"	"M"	28	"Cliburn 2022"	"Semifinal – recital"	3	06/12/22	10	2	2	03:50:00 PM	1
"Park Jinhyung"	"M"	26	"Cliburn 2022"	"Semifinal – recital"	3	06/12/22	11	3	1	07:30:00 PM	0
"Geniushene Anna"	"F"	31	"Cliburn 2022"	"Semifinal – recital"	3	06/12/22	12	4	2	08:50:00 PM	1
"Lim Yunchan"	"M"	18	"Cliburn 2022"	"Final 1"	4	06/14/22	1	1	1	07:30:00 PM	1
"Shmukler Ilya"	"M"	27	"Cliburn 2022"	"Final 1"	4	06/14/22	2	2	2		0
"Stephenson Clayton"	"M"	23	"Cliburn 2022"	"Final 1"	4	06/14/22	3	3	3		0
"Khandohi Uladzislau"	"M"	20	"Cliburn 2022"	"Final 1"	4	06/15/22	4	1	1	07:30:00 PM	0
"Geniushene Anna"	"F"	31	"Cliburn 2022"	"Final 1"	4	06/15/22	5	2	2		1
"Choni Dmytro"	"M"	28	"Cliburn 2022"	"Final 1"	4	06/15/22	6	3	3		1
"Stephenson Clayton"	"M"	23	"Cliburn 2022"	"Final 2"	4	06/17/22	1	1	1	07:30:00 PM	0
"Shmukler Ilya"	"M"	27	"Cliburn 2022"	"Final 2"	4	06/17/22	2	2	2		0
"Lim Yunchan"	"M"	18	"Cliburn 2022"	"Final 2"	4	06/17/22	3	3	3		1
"Choni Dmytro"	"M"	28	"Cliburn 2022"	"Final 2"	4	06/18/22	4	1	1	07:30:00 PM	1
"Khandohi Uladzislau"	"M"	20	"Cliburn 2022"	"Final 2"	4	06/18/22	5	2	2		0
"Geniushene Anna"	"F"	31	"Cliburn 2022"	"Final 2"	4	06/18/22	6	3	3		1
"Makhamedrikova Anastasia"	"F"		"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	1	1	1	03:00:00 PM	0
"Trushechkin Alexey"	"M"		"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	2	2	2	03:35:00 PM	0
"Yakhlakova Marina"	"F"	31	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	3	3	3	04:30:00 PM	0
"Korchagin Stanislav"	"M"	29	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	4	4	4	05:05:00 PM	1
"Romanchukevich Gleb-Joseph"	"M"	21	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	5	5	1	07:00:00 PM	0
"Khachikyan Konstantin"	"M"	27	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	6	6	2	07:35:00 PM	1
"Tarasevich-Nikolayev Arseny"	"M"	29	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	7	7	3	08:30:00 PM	1
"Ivanov Andrey"	"M"		"Rachmaninoff International Competition 2022"	"Round 1"	1	06/16/22	8	8	4	09:05:00 PM	0
"Malinin Valentin"	"M"	21	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	9	1	1	03:00:00 PM	0
"Glazova Lyubov"	"F"	22	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	10	2	2	03:35:00 PM	0
"Zhang Boao"	"M"	19	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	11	3	3	04:30:00 PM	1
"Bessonov Ivan"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	12	4	4	05:05:00 PM	1
"Iatcekiw Estefan Vergara"	"M"	18	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	13	5	1	07:00:00 PM	1
"Xie Lingfei (Stephan)"	"M"	22	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	14	6	2	07:35:00 PM	0
"Yashkin Anton"	"M"	24	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	15	7	3	08:30:00 PM	0
"Papoyan Ilya"	"M"	21	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/17/22	16	8	4	09:05:00 PM	1
"Gevorgyan Eva"	"F"	18	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	17	1	1	03:00:00 PM	1
"Lynov Philipp"	"M"	23	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	18	2	2	03:35:00 PM	1
"Sin Dmitry"	"M"	28	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	19	3	3	04:30:00 PM	1
"Rudenko Philipp"	"M"	20	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	20	4	4	05:05:00 PM	1
"Grot Anna"	"F"		"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	21	5	1	07:00:00 PM	0
"Mao Xuanyi"	"F"	27	"Rachmaninoff International Competition 2022"	"Round 1"	1	06/18/22	22	6	2	07:35:00 PM	1
